pid,age
431667,
431962,21
432009,19
432201,
432257,24
432305,20
432309,16
432310,18
432322,26
432375,23
432591,27
432720,22
432786,26
432839,
432867,21
432868,22
432871,22
433008,27
433147,22
433150,21
433166,23
433224,24
433241,22
433303,27
433329,
433334,
433371,18
433435,23
433441,30
433443,17
433444,22
433483,23
433484,20
433489,21
433490,21
433572,21
433573,22
433574,
433575,21
433670,
433768,20
433803,
433811,22
433838,
433839,21
433873,20
433898,20
433904,
433925,21
434045,21
434152,31
434239,22
434256,20
434258,
434300,
434348,20
434417,23
434435,21
434436,23
434475,22
434498,
434517,24
434522,
434557,
434577,22
434634,43
434665,21
434680,
434926,22
434931,20
434935,
434936,19
434965,20
434997,22
435000,21
435030,
435139,32
435229,18
435238,16
435277,21
435334,30
435359,
435362,21
435657,
435772,22
435824,
436049,
436062,23
436087,
436173,19
436175,20
436186,21
436206,21
436213,23
436228,21
436233,19
436366,19
436374,
436472,22
436484,22
436490,28
436505,21
436579,24
436580,
436610,23
436619,18
436632,17
436655,22
436656,21
436741,
436748,23
436763,27
436790,17
436994,16
437025,19
437054,21
437059,
437248,21
437256,
437324,
437341,22
437365,20
437427,33
437557,31
437591,
437670,28
437734,25
437755,17
437788,22
437871,27
437908,20
437932,
437945,22
438021,32
438243,
438281,
438298,21
438353,
438377,20
438491,20
439069,26
439120,27
439162,
439167,28
439169,
439182,23
439226,21
439350,18
439818,22
439826,24
439922,21
440021,25
440059,
440117,
440172,28
440199,
440286,21
440288,
440292,21
440303,
440389,23
440539,
440826,19
440844,
440848,30
440865,
440869,22
440898,27
440904,
440994,25
441111,21
441115,24
441116,
441139,24
441145,25
441147,25
441243,23
441259,
441267,24
441269,29
441347,24
441418,23
441423,25
441497,22
441531,16
441619,32
441621,19
441691,
441775,20
441876,21
442013,25
442048,25
442071,
442083,21
442088,24
442100,
442135,23
442372,20
442373,20
442413,
442424,18
442764,18
442831,32
442848,33
442962,17
443170,22
443255,
443289,17
443391,21
443603,24
443779,20
443790,23
443842,
443877,
443923,20
443924,
443925,20
444081,26
444153,21
444172,33
444182,
444183,
444216,23
444241,
444250,21
444258,
444308,20
444389,
444442,
444465,21
444482,25
444484,25
444515,23
444533,17
444540,25
444552,23
444581,
444633,16
444640,24
444696,21
444714,
444716,22
444719,
444743,17
444751,26
444764,17
444801,22
444806,21
444836,21
444837,
444955,21
444957,22
445006,19
445031,25
445082,24
445101,20
445113,27
445118,23
445265,
445408,
445451,21
445460,24
445461,22
445492,19
445518,21
445524,
445591,23
445827,25
445845,24
445885,
445957,23
445988,20
446387,18
446442,25
446476,
446605,
446609,19
446682,24
446734,18
447015,16
447022,29
447041,23
447141,23
447493,25
447514,21
447559,24
447622,25
447643,27
447658,21
447670,24
447673,24
447697,
447708,
447719,25
447804,22
447805,
447840,24
447939,22
447983,19
448021,20
448231,23
448680,
448708,23
448749,27
448750,19
448778,18
448826,
448833,18
448842,
448917,
449018,22
449074,20
449139,23
449188,22
449247,22
449249,22
449609,20
449709,
449825,100
449835,20
449905,
449929,25
449934,18
450039,19
450064,22
450066,20
450103,17
450309,24
450325,29
450411,
450483,21
450506,26
450533,33
450549,22
450552,
450607,26
450676,27
450730,25
450733,24
450734,
450735,26
450836,25
450881,17
450946,21
451051,21
451098,26
451102,17
451210,22
451237,
451253,22
451524,24
451532,20
451589,19
451642,20
451695,21
451746,
451817,33
451833,21
451903,25
451917,19
451945,34
452019,19
452118,24
452200,20
452246,27
452549,22
452579,27
452636,
452853,
452855,15
453229,19
453267,46
453384,
453454,22
453725,20
453989,22
454195,18
454338,
454371,20
454391,
454458,
454582,
454600,20
454626,19
454722,18
454738,19
454848,
455167,19
455190,
455222,
455225,
455240,
455242,19
455461,
455640,
455685,18
455817,19
455856,16
455908,
455909,
455913,
455946,30
455949,18
455954,19
456022,16
456192,16
456256,18
456266,17
456414,25
456733,24
456793,18
456795,23
456797,
457437,
457450,
457482,
457600,
457763,
457764,
457781,20
457815,22
457917,46
457929,
457930,
457931,16
457956,
457961,
457963,27
457994,34
458081,28
458248,19
458302,26
458308,24
458342,17
458360,24
458372,20
458436,17
458456,15
458659,19
458741,
458804,
458806,22
458859,25
458911,23
459183,17
459244,22
459274,
459278,
459314,19
459316,
459321,17
459377,
459426,
459429,18
459448,
459449,18
459450,18
459452,
459774,18
460128,29
460648,17
461058,
461135,21
461192,20
461426,17
461498,
461890,21
461941,29
461948,18
461996,17
462265,25
462301,
462304,
462310,20
462430,
462431,18
462688,21
462929,14
462976,21
462979,18
462999,22
463193,
463221,22
463280,
463289,
463311,18
463333,21
463409,21
463622,31
463676,21
463718,26
463801,24
464095,
464100,20
464141,21
464146,26
464156,16
464171,
464172,
464173,23
464174,23
464421,
464686,20
464889,21
464999,23
465000,
465278,25
465291,23
465387,27
465669,
465978,24
465979,
465980,26
465983,
465984,
465987,17
466040,
466041,112
466042,29
466090,25
466094,18
466136,25
466137,
466170,23
466172,24
466173,21
466175,22
466178,23
466232,
466236,
466239,20
466323,21
466397,27
466408,25
466484,21
466488,20
466489,24
466523,23
466669,22
466684,
466706,47
466831,32
466846,25
467024,
467086,30
467138,23
467380,18
467381,19
467401,18
467410,30
467574,18
468608,26
468696,22
468951,25
469145,22
469206,25
469219,
469222,23
469265,22
469269,21
469272,
469370,20
469431,24
469455,34
469462,
469463,23
469696,22
469796,23
469872,28
470118,17
470195,21
470281,25
470356,27
470404,
470433,17
470661,20
470749,26
471104,
471118,22
471155,26
471266,22
471311,22
471326,20
471330,17
471400,24
471477,16
471589,21
471855,21
472029,
472046,24
472352,25
472404,24
472729,
472736,27
472739,25
473198,
473523,
473525,15
473664,15
473888,20
473909,
474251,19
474269,20
474723,21
474734,22
474842,25
474917,27
474982,24
474998,21
475080,28
475095,20
475329,40
475453,22
475558,
475858,21
476068,32
476131,18
476133,
476272,23
476604,17
476837,
477007,24
477048,20
477056,29
477113,22
477121,20
477158,21
477190,18
477191,17
477192,18
477206,17
477231,18
477232,18
477284,25
477354,44
477373,17
477647,25
477699,26
477858,22
477897,20
478003,
478145,
478374,18
478390,17
478431,23
478451,20
478520,22
478583,22
478585,
478587,22
478589,22
478618,21
478688,24
478748,20
478773,22
478791,25
478794,22
478808,22
478902,19
478978,25
479009,21
479034,24
479036,20
479038,20
479054,20
479057,19
479181,
479186,23
479187,21
479199,24
479219,
479221,24
479222,23
479224,
479255,22
479266,23
479273,24
479293,
479336,16
479661,24
479926,30
480167,
480241,
480431,20
480476,
480501,23
480539,
480574,21
480690,
480732,
480776,
480778,19
480797,22
480804,
480806,
480823,
480825,
480826,24
480875,18
480876,19
480909,32
480973,17
481006,25
481026,19
481075,
481164,27
481200,
481228,26
481463,
481466,
481469,18
481477,18
481506,
481629,
481973,24
481977,18
481979,27
481983,
481987,19
482024,19
482025,19
482173,23
482238,27
482332,
482360,
482607,
482638,17
482640,
482721,19
482816,
482819,19
482830,29
482836,24
482901,
482924,29
482933,
483054,25
483103,
483191,21
483431,16
483433,34
483628,
483747,18
483901,23
483959,27
484072,19
484320,
484458,19
484747,24
484894,24
485111,18
485225,19
485333,22
485336,18
485341,14
485366,19
485390,
485588,
485685,18
485705,20
485707,20
485708,21
485860,
486211,21
486274,22
486292,
486361,20
487032,18
487093,22
487159,22
487273,
487330,22
487451,20
487455,25
487809,
487869,26
487908,12
488075,23
488130,18
488146,28
488148,26
488169,
488191,20
488217,21
488247,
488279,23
488291,18
488307,22
488308,21
488357,23
488526,21
488529,25
488647,21
488730,17
488795,
488828,28
488840,17
488891,44
489059,23
489063,
489099,
489119,18
489247,19
489392,19
489502,25
489737,21
489757,20
489769,21
489972,
490252,17
490408,31
490501,30
490579,26
490677,24
490681,
490713,25
490719,
490732,23
490754,25
490803,23
490804,22
490808,23
490820,26
490890,29
490891,
491361,27
491365,21
491366,
491383,
491384,22
491385,21
491389,23
491392,15
491394,24
491407,24
491413,20
491414,21
491417,21
491418,21
491422,22
491444,21
491446,21
491451,
491453,
491516,20
491517,19
491518,24
491519,21
491520,20
491521,24
491524,
491544,22
491546,22
491550,20
491551,20
491553,24
491562,19
491563,
491581,22
491582,112
491591,22
491601,
491677,
491733,25
491804,24
492065,
492066,25
492295,15
492718,22
492719,25
492746,22
492774,21
492812,21
492961,24
493004,18
493276,31
493362,18
493477,25
493495,21
493503,24
493545,31
493616,
493770,19
493839,26
493846,
493882,30
494095,21
494106,
494202,24
494277,24
494335,18
494393,27
494503,23
494533,15
494547,21
494548,
494550,
494552,
494622,23
494639,24
494709,15
494787,20
494925,24
494992,
495007,19
495102,
495351,
495352,
495401,22
495409,17
495608,15
495672,26
495676,27
495766,23
495795,27
495826,22
495896,20
495930,
495998,20
496544,
497212,
497214,23
497250,25
497256,
497285,
497287,17
497311,45
497393,19
497418,
497419,
497513,20
497695,26
497699,
497701,18
497703,17
497704,
497705,
497717,23
497743,19
497789,
497884,27
497892,
498004,22
498134,
498304,
498307,23
498349,
498370,
498404,
498460,25
498494,26
498562,20
498615,
498626,
498662,22
498678,30
498736,22
498746,25
498983,29
499047,19
499072,23
499078,23
499080,23
499081,23
499184,
499207,23
499212,
499254,23
499255,21
499256,23
499273,
499277,
499279,27
499354,23
499398,
499775,24
499809,24
499847,
499874,23
499879,19
499905,
499936,23
500116,1
500123,19
500316,24
500464,17
500467,24
500513,25
500514,24
500519,20
500589,
500590,23
500658,27
501073,23
501332,
501389,24
501390,25
501489,22
501568,16
501638,26
501644,16
501772,18
501778,23
501798,25
501818,22
501819,24
501861,31
501899,20
501931,24
502004,21
502008,29
502014,19
502015,20
502019,22
502041,21
502042,
502048,
502072,23
502073,25
502076,
502079,21
502080,
502124,24
502128,20
502145,
502154,20
502155,
502182,20
502183,
502194,23
502196,23
502198,
502199,
502200,26
502208,20
502250,23
502259,25
502262,32
502277,23
502407,24
502410,19
502597,27
502623,27
502647,20
502800,18
502828,20
502835,26
502919,22
502956,27
502979,24
503078,
503231,
503237,17
503260,
503427,
503480,21
503663,21
503674,
503723,28
503746,
503747,
503785,25
503821,
503853,32
503863,23
503874,22
503879,18
503936,22
504441,
504741,
504743,
504845,22
504910,
504981,24
505141,
505326,23
505467,19
505925,16
506005,22
506068,
506188,
506252,18
506261,21
506292,32
506548,24
506586,24
506670,20
506962,
507094,
507450,25
507604,30
507638,34
507775,26
507807,23
507868,22
507869,22
508085,26
508249,
508306,
508432,24
508503,20
508539,22
508587,18
508591,22
508623,
508625,21
508646,19
508648,20
508693,
508697,18
508745,19
508756,17
508757,17
508759,
508807,
508843,19
508993,24
509150,20
509170,20
509218,
509271,21
509440,25
509441,18
509608,23
509678,30
509822,
509941,17
509951,
510071,20
510073,18
510093,22
510097,24
510107,24
510109,22
510244,25
510249,23
510262,26
510465,
510471,18
510472,22
510587,
510589,
511112,26
511140,18
511305,18
511714,
511756,24
511762,23
511803,24
511962,20
512236,21
512773,26
512826,24
513031,23
513157,26
513197,
513325,23
513379,19
513474,21
513801,24
513986,
514233,19
514298,26
514317,21
514376,20
514673,25
514917,26
515360,18
515389,17
515394,18
515406,21
515419,28
515447,23
515448,24
515467,
515567,24
515745,18
515813,18
515898,23
515973,20
515983,
516031,22
516036,22
516037,22
516102,23
516482,28
516487,
516492,27
516678,
516704,24
517074,29
517114,
517153,26
517264,
517351,
518004,
518038,
518063,22
518204,23
518205,22
518387,24
518446,22
518477,25
518571,20
518591,19
518658,23
519111,21
519297,25
519358,22
519396,18
519480,16
519831,21
520697,31
520747,28
520967,23
521080,
521175,27
521182,32
521229,22
521745,17
521987,21
522027,
522571,22
522589,35
522933,26
523169,17
523259,26
523310,25
523311,25
523334,34
523437,25
523440,20
523504,20
523725,
524087,21
524090,23
524335,19
524355,18
524404,23
524452,24
524459,20
524669,21
524883,
525395,21
525401,23
525530,
525581,21
525583,25
525947,19
526130,
526148,28
526174,35
526571,31
526572,26
526580,28
526704,23
526820,23
526881,23
526912,25
526914,
527025,18
527115,
527169,
527170,20
527173,
527235,22
527252,28
527281,20
527284,20
527338,23
527372,24
527378,20
527381,22
527390,21
527514,23
527588,23
527681,23
527686,21
527688,23
527712,21
527966,23
528026,34
528029,
528358,
528770,27
528999,24
529039,
529109,
529121,23
529163,19
529270,31
529281,21
529365,24
529368,23
529369,20
529420,18
529749,25
529779,
530168,27
530188,18
530274,19
530296,17
530370,22
530457,22
530478,18
530486,22
530589,21
530596,24
530853,23
530857,23
530942,20
530945,22
530990,19
531022,24
531033,25
531034,21
531076,20
531080,19
531139,
531154,
531183,17
531233,
531234,
531236,16
531239,
531262,16
531276,
531280,16
531282,
531283,16
531312,16
531337,22
531415,
531508,
531513,
531552,19
531693,22
531825,22
531831,22
532072,24
532169,
532224,22
532252,28
532277,34
532386,19
532455,22
532470,23
532480,22
532516,
532521,19
532559,19
532586,37
532852,22
533021,20
533110,
533135,21
533230,24
533231,
533275,18
533311,
533313,19
533342,24
533348,20
533378,49
533398,23
533401,
533404,20
533450,
533452,21
533491,19
533527,
533552,26
533589,23
533616,23
533618,28
533619,27
533621,24
533636,19
533642,
533643,
533645,
533647,
533648,27
533650,
533651,27
533757,20
533996,22
534011,22
534012,23
534014,21
534016,
534017,
534132,22
534133,
534135,19
534271,25
534400,
534476,
534538,18
534555,
534612,30
534690,23
534700,
534704,22
535034,21
535289,
535291,24
535776,22
535781,21
535847,23
535848,25
536040,27
536044,21
536128,23
536163,
536176,
536225,23
536226,
536227,24
536243,22
536291,20
536524,24
536546,34
536621,19
536662,23
536943,24
537002,19
537080,27
537146,
537196,25
537414,25
537440,17
537505,
537535,
537595,24
537716,
537809,23
537932,20
538206,29
538207,23
538208,
538344,28
538345,29
538349,
538368,25
538377,23
538444,
538446,34
538447,51
538448,19
538522,25
538564,
538784,22
538813,25
538854,23
538874,21
538892,24
538916,18
539021,
539144,18
539178,22
539179,23
539241,
539244,
539246,21
539384,25
539463,
539526,
539530,21
539713,23
539721,19
539787,25
539798,22
539811,24
539869,
539889,17
539975,
539994,
540047,22
540070,
540107,26
540116,22
540171,11
540225,25
540396,18
540401,
540426,23
540438,24
540470,
540486,
540572,23
540596,24
540600,
540601,22
540688,
540729,25
541078,
541451,23
541467,22
541473,21
541525,21
541608,25
541750,21
541866,23
541890,23
541933,
542063,20
542065,20
542095,23
542098,20
542099,19
542101,22
542133,26
542306,23
542313,23
542499,
542513,20
542532,19
542534,20
542555,20
542556,21
542558,
542559,19
542560,
542570,19
542571,
542573,20
542575,17
542576,22
542593,19
542609,26
542763,20
542765,19
542769,
542815,20
542838,21
542879,21
542926,
543031,18
543094,23
543128,29
543154,21
543352,27
543431,30
543489,25
543511,27
543537,25
543665,
543906,
543909,23
543940,
544238,17
544629,28
544645,19
544654,24
544667,
544738,
544903,23
544918,31
544959,
544982,
545018,
545083,27
545167,
545415,22
545476,22
545487,
545526,18
545570,
545624,
545634,20
545685,20
545750,25
545817,
545819,
545820,22
545824,20
545862,18
545863,19
545864,24
545866,19
545904,17
545909,19
545911,22
545934,18
545943,
545945,22
545947,22
545985,
545994,19
546032,
546045,18
546048,
546049,19
546091,
546245,
546303,16
546482,25
546486,19
546493,31
546511,
546553,22
546614,19
546661,
546665,20
546678,38
546680,24
546681,
546703,28
546715,
546735,17
546736,
546777,20
546779,21
546789,24
546977,20
546983,
546984,22
547002,20
547003,23
547006,20
547038,
547039,18
547040,26
547043,
547063,
547064,
547068,21
547089,19
547090,20
547091,20
547095,21
547119,18
547126,20
547130,
547131,21
547132,
547138,19
547139,18
547141,28
547149,
547161,19
547176,
547178,
547182,
547186,21
547228,20
547230,
547232,
547233,20
547235,
547257,
547262,19
547269,20
547273,20
547281,21
547297,23
547325,21
547369,
547371,24
547373,22
547375,23
547379,
547383,17
547394,25
547397,22
547398,
547409,22
547412,31
547413,
547416,17
547427,35
547460,20
547464,
547473,22
547474,22
547477,21
547478,26
547481,
547491,22
547498,18
547505,
547507,16
547514,
547517,22
547518,27
547526,22
547528,21
547544,
547547,26
547555,
547573,
547575,18
547715,
547716,18
547782,20
547784,19
547819,16
547825,
547903,
547931,21
547952,
547969,22
547974,21
547980,18
548019,17
548046,
548077,22
548079,
548086,19
548089,19
548108,23
548110,26
548111,23
548132,25
548152,
548195,21
548200,23
548221,19
548222,18
548224,23
548277,
548278,
548372,
548407,
548409,21
548416,
548499,
548515,20
548545,
548547,21
548587,17
548739,20
548805,23
548807,
548808,34
548814,
548815,19
548817,23
548845,23
548846,22
548861,23
548862,20
548928,
548929,
548944,
548964,29
549040,21
549063,
549070,
549071,26
549097,
549137,
549138,17
549160,18
549182,
549225,
549237,23
549253,20
549338,20
549340,
549362,18
549391,
549411,
549412,
549415,22
549434,19
549444,
549571,20
549596,20
549607,23
549608,18
549646,21
549680,16
549694,23
549724,
549725,20
549752,21
549762,29
549763,11
549802,17
549940,
549958,18
549963,25
550125,19
550126,20
550187,20
550208,
550211,22
550250,
550252,
550339,22
550341,21
550351,
550355,24
550391,25
550394,
550411,19
550432,28
550434,19
550438,
550462,20
550464,22
550502,
550514,
550599,15
550608,
550609,23
550610,
550681,
550761,
550777,23
550783,20
551250,
551251,21
551254,
551341,
551440,31
551498,22
551500,22
551505,22
551545,23
551553,
551621,22
551666,25
551693,22
551696,
551700,23
551753,20
551823,
551872,24
552108,20
552121,30
552256,
552301,25
552305,22
552320,25
552379,
552413,24
552566,
552569,25
552575,24
552672,22
552754,
552857,
552926,
552979,20
553019,20
553061,
553314,18
553349,21
553410,21
553781,23
553881,
553974,18
554012,23
554067,31
554146,19
554239,
554481,23
554589,24
554663,22
554666,18
554713,24
554760,
554783,
554894,25
554977,
555116,
555178,25
555195,20
555228,23
555402,22
555480,19
555484,26
555491,22
555556,
555712,23
555898,18
555905,23
555968,20
556026,26
556040,
556061,
556077,21
556196,27
556355,22
556489,21
556491,24
556709,23
556754,25
556999,24
557133,24
557185,23
557230,23
557258,23
557485,21
557498,16
557546,17
557607,30
557616,23
557622,
557692,
557713,28
557725,22
557726,
557838,20
558005,18
558018,21
558060,19
558104,23
558114,22
558142,25
558145,27
558156,28
558354,24
558358,24
558372,23
558455,24
558495,24
558669,21
558750,24
558765,32
558775,24
558798,21
558803,23
558858,18
558861,22
558869,
558888,22
558912,24
558947,22
558989,19
559100,23
559102,22
559177,24
559188,19
559540,30
559597,20
559624,19
559625,20
559626,30
559678,26
559727,
559845,20
559925,21
559945,28
559995,29
560001,
560003,
560006,21
560159,18
560169,19
560174,19
560219,
560224,
560226,33
560231,20
560239,20
560310,24
560311,29
560313,
560316,27
560317,
560319,21
560327,25
560341,27
560345,24
560346,
560384,
560392,19
560393,
560434,24
560501,21
560502,19
560504,23
560552,
560573,
560789,25
560851,24
561031,24
561059,25
561065,
561108,
561109,23
561110,
561137,
561141,24
561153,22
561330,20
561352,
561412,
561483,25
561647,
561665,21
561672,20
561994,21
562047,23
562052,
562224,23
562302,26
562386,23
562387,23
562389,23
562392,23
562430,21
562650,24
562652,19
562653,24
562654,19
562655,18
562769,19
562771,20
562775,25
562780,
562781,
562782,19
562783,
562815,
562816,22
562817,19
562818,20
562819,21
562820,22
562821,
562834,
562881,22
562882,22
562883,21
562885,
562906,21
562907,19
562908,21
562909,21
562910,20
562911,
563178,
563179,20
563180,28
563181,22
563219,22
563220,19
563221,20
563967,20
564049,
564926,22
564981,27
564982,25
565332,
565621,27
566485,26
566503,23
566506,25
566620,23
566820,22
566835,42
567052,25
567380,24
567382,24
567441,23
567461,26
567786,19
568005,24
568034,24
568076,24
568110,23
568260,23
568479,
568678,27
568706,28
568715,18
568776,
568805,
568819,19
569006,
569045,28
569056,24
569129,24
569158,31
569163,22
569187,23
569194,23
569212,21
569224,22
569227,23
569281,23
569284,18
569378,
569422,22
569424,22
569688,25
569739,
569741,24
569783,21
569786,21
569787,20
569838,24
569851,
569859,21
569901,24
570001,18
570076,
570101,
570177,21
570187,21
570216,22
570305,
570381,20
570630,26
570734,23
570968,26
571097,18
571236,
571638,22
571710,25
571861,23
571865,18
571878,21
571879,20
571933,21
571956,20
571962,20
572031,22
572040,
572041,20
572044,
572067,25
572089,23
572092,23
572124,23
572128,23
572253,22
572413,21
572486,24
572654,22
572692,23
572864,
572937,23
572938,29
572941,28
572948,25
572949,
572950,25
572951,
572975,27
572976,24
572979,24
573003,22
573004,26
573005,22
573006,29
573120,
573177,27
573280,24
573353,
573522,
573531,23
573628,
573717,26
573746,22
573758,26
573889,29
574023,29
574331,
574353,22
574392,
574714,14
574723,
574920,22
575050,24
575124,21
575148,25
575157,17
575340,26
575363,19
575389,27
575400,19
575426,25
575431,16
575611,32
575697,
576106,
576216,24
576275,22
576387,17
576471,26
576507,25
576863,
577142,
577181,25
577351,23
577739,25
577891,19
577933,23
577936,
577992,22
578018,
578176,
578244,27
578359,21
578499,22
578758,22
578759,22
578978,45
578986,21
578996,
579047,26
579074,22
579123,23
579125,18
579126,18
579320,21
579466,
579479,
579501,
579567,30
579618,31
579660,
579661,22
579760,18
579778,20
579781,20
579799,28
579831,18
579895,
579912,22
579971,23
579985,
580009,25
580011,36
580012,24
580014,
580016,25
580017,24
580018,23
580019,24
580035,18
580040,25
580045,25
580048,24
580063,21
580070,18
580138,26
580267,22
580402,
580495,
580520,
580559,28
580563,22
580592,21
580646,24
580697,19
580825,30
580826,20
580976,25
581060,
581099,21
581100,20
581101,
581125,23
581145,21
581202,
581248,20
581249,21
581355,21
581362,
581364,20
581366,23
581391,21
581395,21
581398,20
581426,24
581427,
581429,21
581430,30
581466,
581519,23
581585,29
581637,
581638,22
581642,23
581748,17
581834,21
581874,22
581878,20
581985,20
582074,25
582108,
582205,21
582216,23
582219,20
582223,38
582257,24
582262,21
582406,
582411,22
582412,
582435,31
582527,26
582533,29
582567,20
582652,22
582655,20
582910,21
582936,24
582960,
582988,20
582990,
583007,20
583009,19
583012,44
583256,22
583257,
583265,18
583311,
583313,
583345,
583402,
583453,19
583461,
583468,24
583688,23
583802,20
583818,24
583920,18
584125,23
584127,24
584134,16
584429,23
584554,19
584736,28
584748,31
584934,
585083,
585270,18
585283,
585300,18
585443,26
585558,
585761,21
585856,27
585892,24
585924,22
585943,
585956,21
585957,
586001,18
586002,20
586004,21
586058,
586101,
586114,21
586135,25
586217,22
586234,18
586352,25
586355,26
586370,29
586404,18
586497,24
586570,25
586708,25
586738,24
586835,23
586844,
586866,22
586976,
586977,28
587026,25
587536,25
587537,22
587827,20
588023,
588025,
588028,
588054,
588065,
588073,25
588267,24
588289,24
588325,21
588338,23
588419,25
588438,
588484,20
588529,21
588538,19
588824,24
588851,19
588936,40
589010,20
589108,25
589161,25
589182,92
589184,17
589185,25
589188,
589189,
589192,19
589241,24
589248,21
589293,20
589398,22
589424,22
589427,26
589444,21
589556,21
589558,
589559,
589587,32
589600,21
589618,20
589619,
589620,21
589636,23
589678,24
589762,22
589780,
589830,
589913,34
589967,25
589971,23
590012,19
590081,20
590104,21
590105,22
590108,21
590109,18
590127,19
590168,
590169,19
590170,17
590189,19
590190,
590210,
590380,34
590528,
590529,23
590579,23
590583,21
590633,
590644,22
590691,21
590692,22
590730,30
590859,22
590860,
590911,22
591021,35
591084,12
591215,
591322,
591921,25
591933,20
592022,27
592098,24
592100,26
592134,33
592145,18
592176,22
592184,20
592192,23
592209,18
592210,21
592211,
592212,22
592213,
592242,19
592243,
592244,19
592246,21
592266,21
592267,22
592268,19
592322,21
592353,23
592392,24
592453,21
592455,23
592492,
592515,18
592574,24
592606,21
592772,26
593063,
593148,26
593294,18
593331,25
593453,19
593462,24
593589,23
593617,25
593618,23
593656,23
593717,24
593767,21
593986,
594102,
594106,24
594163,27
594222,24
594255,26
594269,23
594461,27
594504,21
594562,22
594614,16
594615,17
594652,
594714,18
594798,
594838,22
594839,
595001,
595059,22
595200,
595204,
595331,25
595333,22
595368,25
595410,23
595515,16
595753,27
596026,29
596070,
596637,31
596641,19
596646,
596671,22
596690,
596879,26
596892,26
597080,17
597110,20
597136,20
597137,
597260,
597275,28
597333,16
597356,25
597410,
597914,21
597974,21
597975,
597990,20
598066,24
598194,29
598222,24
598223,24
598227,29
598519,20
598754,24
598845,21
598961,27
598970,28
598975,19
599041,
599097,31
599098,23
599153,22
599616,31
599647,23
599665,
599809,
599816,24
600211,
600666,24
600928,
601085,26
601135,24
601203,19
601316,
601319,19
601593,19
601644,22
601675,18
601985,18
602159,23
602590,19
602789,
603081,
603085,
603176,24
603282,25
603335,20
603336,23
603461,
603488,28
603709,17
603927,16
603973,20
604002,16
604033,29
604184,16
604299,30
604444,
604587,37
604767,
604990,
605244,21
605277,
605768,22
605874,
606153,22
606357,24
606429,23
606448,
606457,22
606493,
606607,19
606672,
606695,
606874,
606941,20
607082,
607187,
607309,
607520,23
607523,24
607575,
608069,26
608127,24
608251,28
608502,
608539,20
608699,
608758,23
608774,26
608936,28
608985,33
609221,
609244,16
609291,24
609723,21
609777,22
610019,27
610031,26
610065,
610560,25
610700,29
610877,23
610931,28
611023,24
611180,19
611256,22
611451,21
611785,22
611802,23
612083,22
612180,22
612450,19
612461,
612468,26
612680,25
612693,23
612873,25
612878,20
612887,
613137,23
613222,26
613236,
613327,22
613398,26
613489,
613502,
613504,
613565,
613610,22
613638,27
613659,24
613838,24
613864,23
613939,24
614181,23
614269,23
614314,24
614319,29
614744,24
614790,
614795,26
614818,20
614866,27
615027,24
615291,
615395,25
615439,26
615590,
615602,27
615604,
615606,42
615700,23
615710,24
615739,26
615762,23
615763,23
615764,24
615798,26
615912,31
616638,20
616726,17
616756,24
616763,25
616849,25
616965,20
617004,19
617005,19
617406,
617481,35
617853,27
618299,
618368,27
618369,
618416,
618417,25
618577,23
618921,
619161,17
619202,19
619236,20
619239,
619255,23
619274,19
619492,
619519,19
619567,
619574,
619578,19
619580,19
619735,
619810,20
619951,19
619969,25
620030,19
620052,28
620181,
620205,20
620286,22
620500,20
620515,
620524,24
620636,21
620660,21
620751,
620781,23
621520,22
621522,
621576,23
621578,
621579,21
621587,
621618,19
621679,23
621683,24
621685,25
621720,23
621729,26
621745,25
621746,22
621747,26
621865,28
621912,25
621932,
621935,
621938,22
621984,24
621994,33
622117,23
622143,18
622178,
622194,
622228,16
622251,
622467,22
622490,24
622539,23
622616,
622621,
622644,19
622656,
622662,72
622753,18
622760,20
622793,27
622825,72
622959,
622988,17
623316,26
623480,18
623481,18
623482,
623483,13
623484,18
623486,20
623520,11
623522,18
623524,18
623526,
623539,17
623540,20
623541,
623542,19
623543,
623636,18
623637,
623638,
623639,
623668,
623669,
623670,18
623671,
623672,
623673,17
623674,
623675,19
623684,20
623686,16
623687,19
623705,22
623706,19
623707,
623708,19
623709,28
623710,
623711,19
623712,
623738,
623739,
623764,
623823,18
624176,21
624177,18
624260,19
624418,
624439,
624469,26
624481,18
624530,28
624651,
624840,22
624841,45
624844,19
624848,17
624853,31
624874,19
624875,19
624914,21
625000,
625001,23
625053,18
625054,25
625056,
625057,13
625058,
625059,26
625094,
625105,19
625106,18
625107,18
625108,19
625148,33
625151,17
625292,28
625745,19
625748,28
625777,
625793,26
625810,24
625860,
625861,26
626021,
626178,
626247,22
626251,19
626345,24
626424,24
626465,22
626468,
626470,27
626479,20
626499,25
626502,21
626569,23
626654,
626875,23
626910,27
626911,36
626918,24
626986,
626996,23
626998,29
627298,
627378,24
627418,
627420,23
627483,22
627577,26
627693,26
627774,
627790,26
628039,24
628140,
628382,27
628424,18
628434,30
628663,25
628827,25
628859,19
628892,22
629103,24
629208,22
629279,21
629300,20
629357,
629528,
629591,24
629626,25
629727,27
629961,
630017,22
630022,21
630128,30
630187,
630188,21
630189,18
630251,24
630394,23
630395,23
630398,20
630421,
630493,25
630524,21
630525,21
630565,23
630597,25
630599,23
630619,
630647,27
630771,19
630774,27
631075,22
631128,30
631227,32
631251,28
631567,25
631695,
631722,
631783,19
631853,
631902,
631977,20
